Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
2311.0,010,019,1.0
2763.0,005,016,1.0
5523.0,001,002,1.0
2415.0,003,030,1.0
5537.0,004,008,2.0
5591.0,024,017,1.0
2631.0,026,006,1.0
6019.0,005,004,1.0
5524.0,032,014,1.0
2239.0,022,018,1.0
6065.0,029,025,1.0
4009.0,011,003,1.0
2678.0,005,009,1.0
2263.0,025,019,1.0
5588.0,004,018,1.0
2551.0,029,020,1.0
5055.0,008,024,1.0
2046.0,012,014,1.0
2671.0,015,028,1.0
4313.0,012,024,4.0
5051.0,032,001,1.0
4264.0,012,015,1.0
2218.0,019,005,1.0
2403.0,017,041,1.0
2414.0,012,005,1.0
2530.0,038,082,1.0
2136.0,002,008,1.0
2508.0,019,013,1.0
2358.0,004,016,1.0
6050.0,018,002,1.0
2309.0,023,002,1.0
5215.0,020,021,1.0
2021.0,003,012,1.0
5020.0,021,015,1.0
5085.0,009,004,1.0
2365.0,009,021,1.0
2637.0,008,023,1.0
2212.0,003,008,1.0
6015.0,025,011,1.0
2236.0,002,025,1.0
4256.0,004,002,1.0
2257.0,010,045,1.0
5435.0,012,022,1.0
2508.0,006,020,1.0
2556.0,020,006,1.0
5685.0,026,026,1.0
2741.0,013,019,1.0
2755.0,001,017,1.0
2781.0,030,011,1.0
4311.0,017,055,1.0
4106.0,003,007,1.0
2125.0,023,004,1.0
5538.0,018,018,2.0
2625.0,030,027,1.0
6084.0,010,010,1.0
2555.0,031,036,1.0
2619.0,020,022,1.0
2660.0,005,011,1.0
5486.0,029,002,1.0
5026.0,003,006,1.0
2408.0,011,001,1.0
4004.0,022,004,1.0
2620.0,022,026,1.0
2671.0,018,021,1.0
2706.0,003,034,1.0
6059.0,003,017,1.0
2610.0,006,006,1.0
5043.0,018,004,1.0
4004.0,026,021,1.0
2047.0,013,023,1.0
2762.0,009,008,1.0
2128.0,020,015,1.0
2243.0,007,030,1.0
2629.0,030,001,1.0
2163.0,008,003,1.0
4303.0,010,017,1.0
5451.0,004,024,1.0
5069.0,008,016,1.0
5525.0,005,025,1.0
5218.0,019,024,1.0
2337.0,002,017,1.0
5301.0,017,023,1.0
2409.0,015,009,1.0
4423.0,011,017,1.0
2214.0,020,020,1.0
2785.0,002,010,1.0
5101.0,014,001,1.0
4217.0,013,013,1.0
2123.0,031,004,1.0
2118.0,028,063,1.0
5430.0,020,004,1.0
5486.0,024,020,1.0
2414.0,004,017,1.0
4294.0,004,049,1.0
2159.0,010,020,1.0
5073.0,009,015,1.0
2229.0,002,020,1.0
5576.0,002,042,1.0
2359.0,011,016,1.0
5067.0,014,026,2.0
5590.0,011,031,1.0
2216.0,037,024,1.0
2345.0,023,007,1.0
5442.0,003,013,1.0
7459.0,018,016,1.0
4325.0,014,029,4.0
5473.0,010,004,1.0
2571.0,017,045,1.0
5474.0,004,030,1.0
2628.0,003,003,1.0
5527.0,032,029,1.0
4006.0,006,022,1.0
5088.0,009,004,1.0
5108.0,010,019,1.0
2134.0,011,022,1.0
5473.0,031,040,1.0
2212.0,027,020,1.0
2748.0,033,039,1.0
5520.0,010,022,1.0
2261.0,002,027,1.0
2556.0,020,032,1.0
2640.0,030,009,1.0
5071.0,020,028,1.0
5041.0,036,033,1.0
5190.0,010,023,1.0
4368.0,007,043,1.0
2229.0,034,014,1.0
5481.0,013,022,1.0
4004.0,027,018,1.0
2315.0,019,026,1.0
2360.0,007,017,1.0
2410.0,020,010,1.0
5082.0,026,024,1.0
5071.0,002,035,1.0
4229.0,005,063,1.0
2558.0,030,003,1.0
5524.0,020,005,1.0
4262.0,014,038,2.0
4360.0,002,018,1.0
4233.0,019,021,2.0
5103.0,004,002,1.0
2421.0,016,074,1.0
4256.0,005,022,1.0
6035.0,001,008,2.0
5183.0,015,025,1.0
2110.0,001,053,2.0
5002.0,007,020,1.0
2555.0,014,037,1.0
2316.0,012,006,1.0
5582.0,016,002,1.0
2616.0,029,027,1.0
5457.0,024,001,1.0
2551.0,034,025,1.0
2769.0,014,007,1.0
2234.0,005,036,1.0
5058.0,029,024,1.0
2570.0,010,019,1.0
5216.0,003,024,1.0
5048.0,030,023,1.0
5078.0,013,008,1.0
2320.0,024,017,1.0
2781.0,015,002,1.0
2210.0,006,011,1.0
5108.0,024,004,1.0
2419.0,005,016,2.0
2354.0,012,036,1.0
2551.0,033,003,1.0
5716.0,026,035,1.0
4312.0,003,003,1.0
5457.0,024,001,2.0
4322.0,021,074,1.0
2221.0,013,024,1.0
5064.0,022,022,1.0
2642.0,022,032,1.0
5055.0,016,006,2.0
5061.0,023,018,1.0
2322.0,005,032,1.0
4127.0,022,024,1.0
2530.0,013,014,1.0
5429.0,020,012,1.0
2689.0,025,012,1.0
5207.0,012,008,1.0
5216.0,002,003,1.0
5046.0,004,031,1.0
2534.0,026,001,1.0
2542.0,022,010,1.0
2668.0,023,028,1.0
6035.0,009,005,1.0
5524.0,022,005,1.0
2779.0,005,032,1.0
2335.0,012,012,2.0
5108.0,010,028,2.0
2506.0,031,019,1.0
5414.0,025,017,1.0
2726.0,003,003,1.0
5683.0,012,022,1.0
4302.0,010,029,1.0
5204.0,007,030,1.0
5550.0,015,017,1.0
5679.0,020,012,1.0
4107.0,030,030,1.0
6011.0,010,050,1.0
4112.0,009,041,1.0
5040.0,032,001,1.0
2755.0,007,017,1.0
5202.0,016,009,1.0
5062.0,001,015,1.0
5069.0,027,018,1.0
5516.0,020,006,1.0
5404.0,023,019,2.0
2369.0,007,019,1.0
5177.0,013,002,1.0
2368.0,022,041,1.0
6023.0,005,014,1.0
2130.0,014,010,1.0
5422.0,006,009,1.0
2711.0,018,008,1.0
2221.0,004,022,1.0
6018.0,025,023,1.0
5512.0,020,001,1.0
4305.0,007,012,1.0
2634.0,039,026,1.0
2669.0,024,010,1.0
5507.0,006,020,1.0
5520.0,021,017,2.0
2679.0,024,011,1.0
2607.0,017,028,1.0
2666.0,020,014,1.0
5110.0,013,026,1.0
2348.0,005,033,1.0
2307.0,009,014,1.0
4302.0,032,003,1.0
2696.0,004,010,1.0
5549.0,006,009,1.0
2503.0,017,042,1.0
5071.0,004,006,1.0
4004.0,004,030,1.0
5188.0,004,019,1.0
2511.0,025,001,1.0
5005.0,001,006,1.0
2669.0,007,033,1.0
2660.0,010,012,1.0
5525.0,027,016,1.0
4110.0,028,002,1.0
5555.0,007,004,1.0
6050.0,027,010,1.0
2783.0,017,018,1.0
5115.0,025,007,1.0
5474.0,011,015,1.0
2209.0,030,017,1.0
4311.0,020,017,1.0
2660.0,005,001,1.0
2647.0,014,005,1.0
6003.0,015,013,1.0
2681.0,020,019,1.0
4223.0,018,007,1.0
5515.0,011,001,1.0
4315.0,008,008,1.0
7460.0,011,003,1.0
2640.0,007,009,1.0
2618.0,003,023,1.0
5022.0,014,016,1.0
2103.0,002,032,1.0
2148.0,019,008,1.0
4305.0,007,012,1.0
4318.0,038,003,1.0
2661.0,006,004,1.0
2534.0,014,014,1.0
2111.0,015,009,1.0
5515.0,026,010,1.0
5042.0,004,025,1.0
6035.0,012,029,1.0
2557.0,017,003,1.0
2346.0,004,023,1.0
2666.0,014,013,1.0
5006.0,023,025,1.0
2407.0,023,013,1.0
5007.0,022,009,1.0
4259.0,013,010,1.0
2506.0,012,016,1.0
2123.0,006,004,1.0
2226.0,028,004,1.0
2123.0,023,031,1.0
2027.0,004,023,1.0
2024.0,021,003,1.0
5544.0,002,011,1.0
2329.0,022,013,1.0
2416.0,023,024,1.0
5513.0,008,002,1.0
2512.0,019,025,1.0
2243.0,011,009,1.0
2263.0,004,020,1.0
2617.0,013,015,1.0
4301.0,009,015,1.0
4107.0,023,006,1.0
4003.0,009,003,1.0
5511.0,022,026,1.0
5022.0,009,033,1.0
2241.0,013,040,1.0
5544.0,002,011,1.0
4221.0,017,031,1.0
2648.0,009,009,1.0
5046.0,002,004,2.0
5440.0,012,011,1.0
4242.0,012,020,1.0
2415.0,011,011,1.0
5006.0,014,004,1.0
5103.0,009,010,1.0
6018.0,014,027,1.0
2669.0,022,023,1.0
2687.0,019,001,1.0
2621.0,010,033,1.0
4125.0,004,035,1.0
2532.0,018,010,1.0
6039.0,007,003,1.0
2536.0,026,041,1.0
5180.0,016,008,1.0
4254.0,003,029,1.0
5532.0,007,018,1.0
2647.0,012,007,1.0
6003.0,023,029,1.0
2203.0,010,009,1.0
4385.0,021,010,1.0
2246.0,028,010,1.0
2366.0,030,019,1.0
2040.0,021,022,1.0
4249.0,029,014,1.0
5594.0,028,026,1.0
5087.0,025,012,1.0
2148.0,002,005,1.0
5085.0,002,024,1.0
4302.0,016,028,1.0
5066.0,008,010,1.0
2637.0,004,023,1.0
2202.0,011,021,1.0
2524.0,008,009,1.0
2347.0,001,014,1.0
2218.0,019,030,1.0
2130.0,031,017,1.0
2685.0,018,011,1.0
5052.0,025,013,1.0
4245.0,018,032,1.0
2238.0,012,005,1.0
2531.0,015,051,1.0
4105.0,014,008,1.0
5471.0,016,031,1.0
2649.0,017,018,1.0
5041.0,008,019,1.0
5045.0,005,007,1.0
2671.0,003,018,1.0
5467.0,010,013,2.0
5437.0,014,021,1.0
2110.0,005,003,1.0
4107.0,023,006,1.0
6031.0,006,008,1.0
4112.0,014,010,1.0
2346.0,006,003,1.0
5014.0,006,016,1.0
5046.0,006,021,1.0
5081.0,033,018,1.0
5083.0,024,012,1.0
5116.0,002,003,1.0
2353.0,007,050,1.0
5034.0,003,046,1.0
2012.0,011,022,1.0
5471.0,015,031,1.0
2510.0,021,024,1.0
5586.0,009,016,2.0
2646.0,006,017,1.0
5040.0,010,014,1.0
2535.0,004,007,1.0
6004.0,030,021,1.0
7423.0,021,006,2.0
4113.0,003,003,1.0
2676.0,006,008,1.0
4324.0,026,001,1.0
2664.0,008,005,1.0
2260.0,020,006,1.0
2219.0,002,004,1.0
2506.0,023,020,1.0
7410.0,024,034,2.0
4320.0,011,001,1.0
5525.0,023,008,1.0
5427.0,030,009,1.0
2331.0,016,023,1.0
2532.0,022,003,1.0
6014.0,005,021,1.0
2137.0,019,005,1.0
2219.0,017,012,1.0
4254.0,022,023,1.0
2786.0,020,001,1.0
4333.0,012,004,1.0
2638.0,018,011,1.0
5015.0,014,005,1.0
4305.0,013,029,1.0
2558.0,028,036,1.0
2335.0,004,015,1.0
4358.0,010,024,1.0
2128.0,026,007,1.0
4305.0,010,011,1.0
5588.0,027,016,1.0
2677.0,010,007,1.0
4378.0,023,004,1.0
2128.0,030,009,1.0
6031.0,030,015,1.0
2551.0,037,009,1.0
5588.0,027,023,1.0
2404.0,024,011,1.0
2111.0,001,010,1.0
2151.0,029,040,1.0
4112.0,012,012,1.0
4242.0,012,027,1.0
4303.0,004,015,1.0
5435.0,025,033,1.0
2607.0,005,059,1.0
2104.0,023,001,1.0
4306.0,027,032,1.0
2527.0,030,018,1.0
5443.0,017,025,1.0
5576.0,004,020,1.0
5476.0,017,007,1.0
2335.0,013,007,1.0
2362.0,008,002,1.0
5119.0,010,031,1.0
2122.0,026,013,1.0
2761.0,012,007,1.0
5018.0,011,050,1.0
2571.0,005,044,1.0
2333.0,004,041,1.0
4306.0,006,013,1.0
2102.0,015,023,1.0
4252.0,024,036,1.0
2315.0,016,043,1.0
2040.0,019,013,1.0
5103.0,4.0,004,1.0
2617.0,3.0,060,1.0
2533.0,6.0,031,1.0
7410.0,11.0,002,1.0
5092.0,10.0,036,1.0
2551.0,39.0,023,1.0
2347.0,32.0,007,2.0
2416.0,8.0,006,1.0
6035.0,17.0,009,1.0
2153.0,24.0,015,1.0
5301.0,12.0,022,1.0
6017.0,22.0,005,1.0
2509.0,12.0,017,1.0
5594.0,4.0,006,1.0
4236.0,26.0,014,1.0
2410.0,10.0,023,1.0
5123.0,16.0,010,1.0
4260.0,37.0,010,1.0
2340.0,24.0,020,1.0
2216.0,22.0,012,1.0
4325.0,14.0,022,1.0
2132.0,3.0,004,1.0
2022.0,17.0,002,1.0
2013.0,26.0,013,1.0
2040.0,30.0,021,1.0
2034.0,29.0,030,1.0
4413.0,16.0,025,1.0
4323.0,21.0,025,1.0
2139.0,7.0,011,1.0
4106.0,7.0,020,1.0
2119.0,10.0,017,1.0
5055.0,19.0,040,1.0
2235.0,9.0,014,1.0
6048.0,30.0,031,1.0
2128.0,27.0,021,1.0
4217.0,28.0,021,1.0
2711.0,10.0,004,1.0
5060.0,21.0,012,1.0
4241.0,23.0,012,1.0
7452.0,2.0,013,1.0
2038.0,35.0,018,1.0
5580.0,10.0,009,1.0
5303.0,26.0,007,1.0
5066.0,7.0,042,1.0
5032.0,15.0,001,1.0
2558.0,17.0,024,1.0
2530.0,30.0,011,1.0
2213.0,18.0,001,1.0
5419.0,5.0,001,1.0
4260.0,41.0,026,1.0
2609.0,7.0,011,1.0
2644.0,8.0,009,1.0
2244.0,7.0,022,1.0
5405.0,9.0,018,1.0
2353.0,32.0,018,1.0
5072.0,23.0,016,1.0
2748.0,12.0,051,1.0
5544.0,4.0,006,2.0
2582.0,29.0,014,1.0
2623.0,18.0,032,1.0
5003.0,4.0,015,1.0
5588.0,24.0,020,1.0
5040.0,4.0,007,1.0
4007.0,22.0,013,1.0
5032.0,15.0,001,1.0
2558.0,43.0,024,1.0
2629.0,28.0,027,1.0
4006.0,8.0,014,1.0
2410.0,9.0,009,1.0
5206.0,4.0,007,2.0
5048.0,30.0,020,1.0
2216.0,38.0,004,1.0
2733.0,029,009,1.0
2613.0,019,023,1.0
2114.0,011,021,1.0
4019.0,003,014,1.0
2688.0,015,013,1.0
2310.0,021,003,1.0
2041.0,021,009,1.0
4214.0,007,029,1.0
2708.0,005,020,1.0
2041.0,019,012,1.0
2138.0,027,004,1.0
5069.0,030,010,1.0
2631.0,013,043,1.0
2425.0,029,028,1.0
2263.0,018,022,1.0
2404.0,016,017,1.0
2184.0,025,025,1.0
6051.0,013,028,1.0
5550.0,028,025,1.0
5510.0,005,014,1.0
5047.0,005,007,1.0
2616.0,002,008,1.0
2339.0,001,029,1.0
2111.0,002,020,1.0
5088.0,008,009,1.0
2305.0,026,003,1.0
5067.0,001,020,1.0
4308.0,016,017,1.0
2679.0,008,029,1.0
2159.0,006,028,1.0
2201.0,012,016,1.0
2213.0,001,020,1.0
5586.0,032,013,1.0
4105.0,001,010,1.0
5051.0,036,017,1.0
2139.0,007,042,1.0
2102.0,017,077,1.0
2024.0,010,006,1.0
4239.0,024,051,1.0
2217.0,015,014,1.0
5550.0,028,025,2.0
2229.0,001,033,1.0
7446.0,009,007,1.0
4405.0,006,009,1.0
6053.0,015,039,1.0
2341.0,010,007,1.0
2696.0,014,020,1.0
5071.0,003,007,1.0
4332.0,025,018,1.0
2108.0,001,090,1.0
2647.0,011,001,1.0
5542.0,023,025,1.0
5515.0,011,009,1.0
7410.0,022,044,1.0
2619.0,002,025,1.0
4492.0,020,013,1.0
5454.0,031,027,1.0
4232.0,003,017,1.0
4112.0,028,011,1.0
2611.0,027,012,1.0
2683.0,011,001,1.0
2781.0,032,034,1.0
4411.0,006,022,1.0
2123.0,004,014,1.0
4256.0,016,015,1.0
2648.0,005,055,1.0
4103.0,012,010,1.0
2316.0,030,035,1.0
2638.0,010,010,1.0
2346.0,18.0,007,1.0
2119.0,4.0,001,1.0
2123.0,16.0,005,1.0
5529.0,23.0,038,1.0
5439.0,24.0,002,1.0
4248.0,21.0,022,1.0
2424.0,22.0,013,1.0
4107.0,13.0,002,1.0
5191.0,1.0,014,1.0
5301.0,26.0,016,1.0
5544.0,14.0,018,2.0
2221.0,8.0,017,1.0
2502.0,4.0,017,1.0
2033.0,28.0,007,1.0
4261.0,13.0,022,1.0
4294.0,7.0,004,1.0
2340.0,11.0,019,1.0
2346.0,13.0,070,1.0
4221.0,2.0,026,1.0
2529.0,11.0,010,1.0
2606.0,4.0,024,1.0
4112.0,10.0,001,1.0
5594.0,4.0,004,1.0
2116.0,14.0,003,1.0
5517.0,20.0,009,1.0
2404.0,15.0,013,1.0
2255.0,26.0,012,1.0
2234.0,9.0,009,1.0
2128.0,22.0,003,1.0
5484.0,1.0,011,1.0
2326.0,22.0,010,1.0
2362.0,9.0,021,1.0
5437.0,19.0,005,1.0
5511.0,17.0,018,2.0
4221.0,20.0,017,1.0
5066.0,14.0,012,1.0
6037.0,6.0,010,1.0
5545.0,7.0,037,1.0
5055.0,10.0,040,3.0
5115.0,24.0,018,1.0
4245.0,12.0,011,1.0
5516.0,15.0,010,1.0
2531.0,30.0,017,1.0
2688.0,11.0,020,1.0
2022.0,22.0,034,1.0
2667.0,4.0,005,1.0
2248.0,15.0,013,1.0
5085.0,28.0,005,1.0
5186.0,10.0,002,1.0
6061.0,4.0,033,1.0
5542.0,27.0,003,1.0
5586.0,30.0,011,1.0
2626.0,6.0,010,1.0
2120.0,25.0,008,1.0
5154.0,24.0,001,1.0
2633.0,3.0,017,1.0
5178.0,25.0,005,1.0
6121.0,10.0,037,1.0
5041.0,1.0,004,1.0
2407.0,11.0,022,1.0
2761.0,15.0,019,1.0
5522.0,29.0,021,1.0
4244.0,13.0,012,1.0
4114.0,33.0,023,1.0
2224.0,5.0,014,1.0
2308.0,12.0,006,1.0
4252.0,27.0,031,1.0
2416.0,16.0,012,1.0
2348.0,5.0,033,1.0
2677.0,8.0,013,1.0
2325.0,10.0,006,1.0
2269.0,14.0,021,1.0
5157.0,12.0,021,1.0
4106.0,7.0,008,1.0
2673.0,9.0,027,1.0
5049.0,23.0,050,1.0
5064.0,28.0,018,1.0
2668.0,12.0,014,1.0
5423.0,1.0,011,1.0
5526.0,29.0,023,1.0
2259.0,21.0,012,1.0
2605.0,19.0,033,1.0
2555.0,5.0,011,1.0
2535.0,27.0,008,1.0
2348.0,6.0,046,1.0
2607.0,14.0,013,1.0
5050.0,7.0,030,1.0
4233.0,14.0,015,1.0
2317.0,5.0,045,1.0
2326.0,22.0,007,1.0
2369.0,27.0,***,1.0
4238.0,12.0,018,1.0
2159.0,23.0,016,1.0
4237.0,16.0,008,1.0
5052.0,15.0,030,1.0
4113.0,5.0,034,1.0
5716.0,9.0,010,1.0
2026.0,16.0,020,1.0
7351.0,8.0,007,1.0
5590.0,10.0,003,1.0
2508.0,19.0,033,1.0
2163.0,25.0,010,1.0
5527.0,2.0,019,1.0
2118.0,1.0,019,1.0
2782.0,13.0,002,1.0
2163.0,10.0,003,1.0
2206.0,33.0,045,1.0
5540.0,4.0,011,1.0
2310.0,14.0,021,1.0
2137.0,9.0,007,1.0
2259.0,5.0,013,1.0
2275.0,2.0,033,1.0
4112.0,32.0,025,1.0
2255.0,16.0,024,1.0
5456.0,7.0,016,2.0
2325.0,9.0,008,1.0
2233.0,4.0,005,1.0
2337.0,21.0,019,1.0
2620.0,12.0,022,1.0
2119.0,2.0,023,1.0
4318.0,5.0,018,1.0
2672.0,1.0,014,1.0
6039.0,14.0,021,2.0
2212.0,3.0,006,1.0
2324.0,14.0,017,1.0
5223.0,16.0,012,1.0
5057.0,27.0,010,1.0
2229.0,2.0,027,1.0
7415.0,13.0,008,1.0
4110.0,24.0,028,1.0
2261.0,34.0,027,1.0
5069.0,16.0,014,1.0
4366.0,18.0,012,1.0
2364.0,10.0,056,1.0
2555.0,14.0,045,1.0
2356.0,22.0,009,1.0
2509.0,8.0,020,1.0
4356.0,9.0,013,1.0
5136.0,24.0,012,2.0
2114.0,12.0,012,1.0
6039.0,2.0,038,1.0
2628.0,12.0,004,1.0
4303.0,9.0,011,1.0
2783.0,17.0,024,1.0
2301.0,18.0,020,1.0
2337.0,11.0,012,1.0
2320.0,13.0,014,1.0
2137.0,2.0,005,1.0
2529.0,13.0,008,1.0
2024.0,36.0,002,1.0
2326.0,7.0,009,1.0
6075.0,9.0,004,1.0
2101.0,20.0,005,1.0
2324.0,14.0,017,1.0
7452.0,27.0,019,1.0
2582.0,35.0,024,1.0
2322.0,5.0,037,1.0
6035.0,18.0,024,1.0
2631.0,30.0,006,1.0
4235.0,27.0,013,1.0
2254.0,25.0,020,1.0
2375.0,13.0,036,1.0
2316.0,7.0,014,1.0
2505.0,16.0,008,1.0
4404.0,9.0,005,1.0
2164.0,11.0,003,1.0
2697.0,6.0,021,1.0
2115.0,13.0,001,1.0
2560.0,25.0,011,1.0
2258.0,27.0,003,1.0
6055.0,6.0,004,1.0
2136.0,21.0,004,1.0
4324.0,30.0,108,1.0
2130.0,7.0,007,1.0
2305.0,5.0,010,1.0
2136.0,11.0,001,1.0
5086.0,28.0,013,1.0
2203.0,26.0,014,1.0
2409.0,6.0,035,1.0
2405.0,19.0,038,1.0
5062.0,20.0,007,1.0
5517.0,11.0,030,1.0
2233.0,16.0,007,1.0
5689.0,7.0,032,1.0
2559.0,9.0,006,1.0
2227.0,24.0,032,1.0
2688.0,5.0,013,1.0
4244.0,3.0,014,1.0
2344.0,12.0,019,1.0
2679.0,8.0,030,1.0
2533.0,22.0,009,1.0
2168.0,6.0,025,1.0
2047.0,15.0,012,1.0
2627.0,1.0,015,1.0
5006.0,13.0,019,1.0
2769.0,5.0,010,1.0
2618.0,15.0,022,1.0
4006.0,8.0,014,1.0
2653.0,12.0,024,1.0
2333.0,10.0,051,1.0
2611.0,1.0,023,1.0
7410.0,22.0,031,1.0
5517.0,12.0,030,1.0
2604.0,19.0,013,1.0
2283.0,20.0,010,1.0
5053.0,25.0,039,1.0
2305.0,26.0,009,1.0
2669.0,7.0,033,1.0
2326.0,22.0,001,1.0
2556.0,3.0,006,1.0
5544.0,22.0,040,1.0
2715.0,2.0,039,1.0
4250.0,16.0,006,1.0
2034.0,29.0,035,1.0
2509.0,12.0,053,1.0
4378.0,10.0,001,1.0
2201.0,20.0,010,1.0
2622.0,20.0,012,1.0
5406.0,1.0,048,2.0
2339.0,13.0,029,1.0
2326.0,19.0,004,1.0
5435.0,29.0,016,1.0
2320.0,24.0,016,1.0
5082.0,19.0,010,1.0
2637.0,7.0,034,1.0
2316.0,001,024,1.0
2570.0,003,009,1.0
2115.0,005,025,1.0
2683.0,016,017,1.0
5485.0,001,010,1.0
2105.0,022,002,1.0
2680.0,002,017,1.0
6075.0,007,019,1.0
2316.0,002,029,1.0
2209.0,009,006,1.0
2106.0,027,023,1.0
5475.0,005,022,1.0
2203.0,005,007,1.0
5544.0,004,006,2.0
2217.0,012,052,1.0
2616.0,025,009,1.0
2748.0,011,040,1.0
2129.0,013,009,1.0
2620.0,002,014,1.0
2322.0,002,055,1.0
2233.0,027,014,1.0
5115.0,013,021,2.0
2769.0,008,045,1.0
4407.0,004,016,1.0
2244.0,017,003,1.0
2353.0,031,034,1.0
2671.0,025,016,1.0
2261.0,030,004,1.0
2303.0,011,005,1.0
4360.0,009,004,1.0
2047.0,015,012,1.0
5062.0,020,020,1.0
2326.0,006,001,1.0
2373.0,007,016,1.0
2533.0,023,007,1.0
5457.0,028,015,1.0
6051.0,020,016,1.0
5478.0,024,005,1.0
2722.0,013,011,1.0
5458.0,015,010,1.0
7411.0,010,016,1.0
2246.0,011,013,1.0
5210.0,018,001,1.0
2021.0,021,003,1.0
4327.0,020,018,1.0
5571.0,011,004,1.0
5066.0,009,009,1.0
6006.0,021,008,1.0
2254.0,014,001,1.0
5154.0,033,023,1.0
2354.0,003,015,1.0
2134.0,011,014,1.0
2125.0,028,019,1.0
2241.0,008,012,1.0
5307.0,018,025,1.0
5045.0,017,013,1.0
5507.0,005,013,1.0
6038.0,013,006,1.0
4326.0,032,034,1.0
5511.0,039,011,2.0
2558.0,035,022,1.0
2621.0,001,029,1.0
2338.0,028,013,1.0
2697.0,012,011,1.0
2645.0,014,022,1.0
5058.0,021,001,1.0
5594.0,028,013,1.0
5511.0,016,009,1.0
6084.0,016,021,1.0
2304.0,018,001,1.0
6033.0,008,009,1.0
2682.0,9.0,015,1.0
2536.0,6.0,016,1.0
2004.0,10.0,007,1.0
2334.0,8.0,063,1.0
5542.0,18.0,029,2.0
6054.0,2.0,024,1.0
5539.0,4.0,031,5.0
2644.0,9.0,027,1.0
2365.0,30.0,007,1.0
5445.0,23.0,017,1.0
5210.0,18.0,007,1.0
2123.0,17.0,010,1.0
2228.0,15.0,029,1.0
5030.0,14.0,019,3.0
2024.0,14.0,007,1.0
2619.0,27.0,001,1.0
4314.0,23.0,028,1.0
4220.0,3.0,028,1.0
5216.0,21.0,008,1.0
7346.0,7.0,016,1.0
2782.0,18.0,025,1.0
2245.0,20.0,009,1.0
2602.0,9.0,018,1.0
5204.0,14.0,015,1.0
2241.0,13.0,040,1.0
5476.0,17.0,013,1.0
2673.0,15.0,087,1.0
5456.0,13.0,014,1.0
2711.0,17.0,018,1.0
4259.0,7.0,020,1.0
5022.0,16.0,002,1.0
5422.0,24.0,025,1.0
2354.0,18.0,002,1.0
2036.0,2.0,009,1.0
2551.0,31.0,018,1.0
5065.0,12.0,044,1.0
2250.0,21.0,***,1.0
2338.0,18.0,024,1.0
2405.0,18.0,007,1.0
2375.0,14.0,041,1.0
6014.0,31.0,002,1.0
5587.0,4.0,029,1.0
4318.0,6.0,009,1.0
2405.0,19.0,011,1.0
4236.0,9.0,045,1.0
6035.0,25.0,012,1.0
5533.0,26.0,120,1.0
4368.0,3.0,011,1.0
2236.0,8.0,002,1.0
4306.0,19.0,010,1.0
2417.0,16.0,006,1.0
4006.0,1.0,021,1.0
2506.0,29.0,012,1.0
5535.0,28.0,011,1.0
2786.0,19.0,001,1.0
2336.0,17.0,021,1.0
2216.0,26.0,016,1.0
2648.0,2.0,046,1.0
4492.0,5.0,011,1.0
2679.0,11.0,024,1.0
2244.0,26.0,005,1.0
6057.0,1.0,010,1.0
5550.0,2.0,025,1.0
2560.0,20.0,010,1.0
2225.0,6.0,056,1.0
2369.0,38.0,007,1.0
2369.0,27.0,032,2.0
2506.0,28.0,029,1.0
2201.0,001,013,1.0
2783.0,009,008,1.0
2333.0,013,051,1.0
5069.0,016,005,1.0
2040.0,008,027,1.0
6018.0,015,005,1.0
2116.0,010,010,1.0
5051.0,021,010,1.0
2126.0,027,001,1.0
2505.0,013,009,1.0
5521.0,021,007,1.0
5188.0,024,008,1.0
5082.0,021,007,1.0
5041.0,012,035,1.0
5456.0,003,019,1.0
5078.0,029,021,1.0
5459.0,018,006,1.0
2604.0,036,026,1.0
2366.0,006,015,1.0
5468.0,002,008,1.0
2787.0,032,011,1.0
5067.0,019,031,1.0
4108.0,019,003,1.0
7452.0,021,006,1.0
2407.0,014,002,1.0
4248.0,025,017,1.0
4239.0,007,006,1.0
4333.0,021,033,1.0
4256.0,028,010,1.0
5588.0,004,012,1.0
2136.0,022,020,1.0
6053.0,009,045,1.0
5436.0,021,033,1.0
4264.0,002,016,1.0
5020.0,014,013,1.0
2510.0,004,019,1.0
2022.0,023,009,1.0
2407.0,023,014,1.0
6038.0,021,001,1.0
2237.0,007,005,1.0
5073.0,003,019,1.0
5685.0,001,002,1.0
2023.0,015,013,1.0
4004.0,009,013,1.0
4301.0,001,020,1.0
4404.0,007,010,1.0
5460.0,026,031,1.0
5483.0,023,019,1.0
5442.0,003,013,1.0
5064.0,027,027,1.0
2679.0,018,013,1.0
2650.0,017,026,1.0
6002.0,033,027,1.0
5442.0,030,012,1.0
2330.0,013,028,1.0
5069.0,002,019,1.0
7442.0,009,016,1.0
5479.0,007,011,1.0
5505.0,012,001,1.0
7346.0,007,016,1.0
2126.0,013,015,1.0
5669.0,010,035,1.0
2103.0,022,015,1.0
5419.0,007,020,1.0
2369.0,012,016,1.0
6067.0,004,027,1.0
2257.0,010,027,1.0
4318.0,037,031,1.0
4256.0,018,010,1.0
2285.0,012,030,1.0
2647.0,10.0,008,1.0
2560.0,13.0,007,1.0
2504.0,14.0,031,1.0
2329.0,2.0,014,1.0
6061.0,32.0,013,1.0
2697.0,20.0,011,1.0
5594.0,28.0,020,1.0
