Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
2316.0,028,031,1.0
2322.0,017,035,1.0
4218.0,014,001,1.0
2615.0,015,002,1.0
2502.0,004,017,1.0
2103.0,002,018,1.0
2128.0,023,019,1.0
5137.0,027,012,1.0
2228.0,024,002,1.0
5528.0,007,030,1.0
2420.0,005,017,1.0
5480.0,001,020,1.0
5106.0,015,018,1.0
4335.0,012,006,1.0
6063.0,004,029,1.0
5001.0,033,003,1.0
2654.0,024,050,1.0
2764.0,010,026,1.0
2348.0,006,029,1.0
4107.0,024,028,1.0
2680.0,022,026,1.0
2261.0,006,054,1.0
5041.0,032,007,1.0
6020.0,009,027,1.0
2666.0,011,013,1.0
4314.0,012,007,2.0
5014.0,019,015,1.0
5401.0,022,024,1.0
6006.0,030,015,1.0
2123.0,025,026,1.0
2247.0,003,012,1.0
2042.0,003,075,1.0
2120.0,013,005,1.0
5073.0,018,018,1.0
5524.0,014,006,1.0
2132.0,011,028,1.0
2419.0,013,016,1.0
2010.0,001,027,1.0
5435.0,025,015,1.0
6018.0,030,006,1.0
5051.0,023,012,1.0
2354.0,015,033,1.0
5424.0,023,016,1.0
2220.0,013,014,1.0
2039.0,014,023,1.0
2310.0,022,006,1.0
4425.0,013,021,1.0
2132.0,020,003,1.0
5486.0,012,014,1.0
5190.0,001,003,1.0
5484.0,026,040,1.0
2038.0,033,007,1.0
2139.0,014,023,1.0
5445.0,027,013,1.0
5051.0,003,007,1.0
5020.0,020,005,1.0
2231.0,003,008,1.0
2316.0,009,010,1.0
2676.0,001,014,1.0
5208.0,020,018,1.0
5426.0,015,003,1.0
5523.0,008,026,1.0
5521.0,006,021,1.0
2118.0,001,013,1.0
5055.0,018,022,1.0
4230.0,018,001,1.0
5085.0,016,021,1.0
5520.0,011,012,1.0
2633.0,035,022,1.0
2013.0,017,028,1.0
5480.0,001,020,1.0
2216.0,016,008,1.0
5535.0,014,010,1.0
6019.0,015,001,1.0
5026.0,003,015,1.0
2038.0,037,011,1.0
4214.0,010,009,1.0
2660.0,011,014,1.0
2353.0,031,010,1.0
2335.0,033,008,1.0
2333.0,009,086,1.0
2647.0,016,013,1.0
4215.0,006,005,1.0
5051.0,010,025,1.0
2558.0,042,026,1.0
2331.0,008,013,1.0
2529.0,010,006,1.0
4256.0,017,028,1.0
2222.0,027,030,1.0
2005.0,019,007,1.0
2110.0,016,042,1.0
2501.0,022,040,1.0
2024.0,014,015,1.0
2783.0,006,007,1.0
2335.0,023,021,1.0
2138.0,021,032,7.0
2112.0,008,007,1.0
2129.0,020,019,1.0
2316.0,8.0,020,1.0
2706.0,10.0,024,1.0
5484.0,26.0,027,1.0
4303.0,27.0,017,1.0
2309.0,23.0,016,1.0
2105.0,8.0,008,1.0
2417.0,9.0,028,1.0
2337.0,21.0,012,1.0
2163.0,7.0,009,1.0
2164.0,5.0,024,1.0
5123.0,13.0,409,1.0
2109.0,21.0,026,1.0
5517.0,6.0,008,2.0
4107.0,22.0,033,1.0
2766.0,3.0,038,1.0
5479.0,21.0,002,1.0
2683.0,4.0,008,1.0
2325.0,14.0,003,1.0
2151.0,39.0,046,1.0
2417.0,10.0,021,1.0
2410.0,18.0,022,1.0
2677.0,20.0,058,1.0
5686.0,14.0,004,1.0
5454.0,12.0,043,1.0
6015.0,6.0,030,1.0
2177.0,4.0,022,1.0
5087.0,8.0,012,1.0
2741.0,17.0,008,1.0
2109.0,10.0,015,1.0
2316.0,19.0,016,1.0
7439.0,22.0,010,1.0
2128.0,23.0,011,1.0
2328.0,3.0,009,1.0
5062.0,12.0,008,1.0
2542.0,17.0,019,1.0
5032.0,19.0,008,2.0
5682.0,15.0,005,1.0
2501.0,12.0,016,1.0
5430.0,21.0,011,1.0
5537.0,24.0,025,1.0
5088.0,6.0,024,1.0
5085.0,22.0,023,1.0
2116.0,8.0,023,1.0
2338.0,21.0,010,1.0
6121.0,9.0,009,1.0
2601.0,20.0,040,1.0
2336.0,15.0,012,1.0
2310.0,21.0,031,1.0
4217.0,16.0,010,1.0
2642.0,18.0,009,1.0
5524.0,13.0,002,1.0
5471.0,8.0,022,1.0
2358.0,26.0,017,1.0
2569.0,20.0,028,1.0
2648.0,10.0,008,1.0
7410.0,7.0,048,1.0
5081.0,12.0,019,1.0
4309.0,8.0,020,1.0
2552.0,15.0,004,1.0
2555.0,13.0,032,1.0
2768.0,25.0,012,1.0
2671.0,27.0,012,1.0
5550.0,30.0,020,1.0
2572.0,10.0,034,1.0
4301.0,14.0,025,1.0
2202.0,5.0,009,1.0
2135.0,36.0,005,1.0
2606.0,6.0,012,1.0
5312.0,4.0,025,1.0
2564.0,4.0,002,1.0
5539.0,21.0,005,1.0
2336.0,21.0,037,1.0
2316.0,14.0,002,1.0
2113.0,21.0,011,1.0
2618.0,22.0,004,1.0
2260.0,18.0,013,1.0
4107.0,30.0,016,1.0
5022.0,28.0,012,1.0
2628.0,5.0,011,1.0
5215.0,19.0,034,1.0
2610.0,13.0,010,1.0
2292.0,1.0,028,1.0
2303.0,16.0,061,1.0
5305.0,35.0,014,1.0
2615.0,6.0,016,1.0
2627.0,27.0,016,1.0
2190.0,15.0,051,1.0
2362.0,21.0,019,1.0
6088.0,8.0,029,1.0
2109.0,6.0,002,1.0
2680.0,7.0,016,1.0
2364.0,15.0,014,1.0
2178.0,14.0,007,1.0
5520.0,9.0,026,1.0
2148.0,5.0,003,1.0
2682.0,3.0,008,1.0
2763.0,23.0,006,1.0
4258.0,11.0,028,1.0
5534.0,6.0,010,1.0
5049.0,1.0,060,1.0
4404.0,5.0,006,1.0
2640.0,14.0,019,1.0
2509.0,12.0,018,1.0
2512.0,9.0,024,1.0
2166.0,28.0,027,1.0
2509.0,9.0,026,1.0
2321.0,10.0,037,1.0
5521.0,21.0,014,1.0
6020.0,28.0,016,1.0
2022.0,1.0,003,1.0
2676.0,11.0,011,1.0
6117.0,14.0,012,1.0
5046.0,18.0,006,1.0
2327.0,10.0,007,1.0
5015.0,22.0,026,1.0
2368.0,17.0,037,1.0
5511.0,15.0,022,1.0
2137.0,15.0,007,1.0
6069.0,12.0,014,1.0
4107.0,17.0,039,1.0
2326.0,7.0,004,1.0
2316.0,14.0,026,1.0
5524.0,40.0,019,1.0
2353.0,26.0,022,1.0
2036.0,5.0,001,1.0
5124.0,12.0,007,1.0
2333.0,14.0,012,1.0
2046.0,3.0,020,1.0
5210.0,5.0,026,1.0
5188.0,14.0,012,1.0
4009.0,4.0,023,1.0
2415.0,11.0,037,1.0
6015.0,22.0,021,1.0
2637.0,27.0,001,1.0
2040.0,11.0,036,1.0
5549.0,24.0,016,1.0
5119.0,30.0,003,1.0
2523.0,13.0,016,1.0
2733.0,16.0,020,1.0
2731.0,3.0,014,1.0
2624.0,12.0,009,1.0
5040.0,31.0,006,1.0
4333.0,21.0,043,1.0
2041.0,6.0,013,1.0
2148.0,19.0,009,1.0
6004.0,32.0,030,1.0
2036.0,23.0,023,1.0
7452.0,27.0,016,1.0
4214.0,14.0,008,1.0
2375.0,7.0,041,1.0
5486.0,19.0,016,1.0
2404.0,18.0,017,1.0
2012.0,27.0,016,1.0
5114.0,19.0,005,1.0
6072.0,18.0,027,1.0
2303.0,19.0,039,1.0
2202.0,3.0,023,1.0
5188.0,16.0,024,1.0
2263.0,12.0,020,1.0
2310.0,18.0,009,1.0
5088.0,17.0,035,1.0
6074.0,6.0,044,1.0
5014.0,13.0,007,1.0
2308.0,11.0,004,1.0
2613.0,17.0,005,1.0
2284.0,13.0,022,1.0
4226.0,19.0,006,1.0
2646.0,11.0,019,1.0
5156.0,11.0,002,1.0
5159.0,9.0,004,1.0
2621.0,11.0,003,1.0
4248.0,7.0,007,1.0
2305.0,17.0,019,1.0
2685.0,18.0,011,1.0
5419.0,16.0,002,1.0
5436.0,16.0,002,1.0
2305.0,28.0,026,1.0
2417.0,8.0,028,1.0
2209.0,22.0,014,1.0
2780.0,2.0,028,1.0
2108.0,32.0,003,1.0
2239.0,3.0,015,1.0
2301.0,5.0,035,1.0
2317.0,3.0,012,1.0
4238.0,23.0,001,1.0
6040.0,18.0,014,1.0
5188.0,11.0,019,1.0
2620.0,6.0,009,1.0
2115.0,16.0,023,1.0
5054.0,21.0,018,1.0
5426.0,1.0,001,1.0
4365.0,1.0,009,1.0
2038.0,30.0,006,1.0
2639.0,17.0,023,1.0
2102.0,14.0,036,1.0
2682.0,17.0,012,1.0
2334.0,14.0,048,1.0
5528.0,7.0,017,1.0
2269.0,18.0,003,1.0
5001.0,35.0,005,1.0
2668.0,2.0,008,1.0
2355.0,3.0,032,1.0
2221.0,8.0,008,1.0
6035.0,13.0,017,1.0
2235.0,21.0,020,1.0
2335.0,10.0,012,1.0
5593.0,28.0,032,1.0
4005.0,18.0,026,1.0
2660.0,22.0,024,1.0
5014.0,11.0,015,1.0
2317.0,2.0,008,1.0
2276.0,22.0,014,1.0
6014.0,3.0,011,1.0
6012.0,4.0,041,1.0
5064.0,22.0,028,3.0
2414.0,23.0,006,1.0
6088.0,4.0,017,1.0
2366.0,9.0,005,1.0
2116.0,11.0,024,1.0
4008.0,18.0,005,1.0
2317.0,4.0,024,1.0
2163.0,22.0,014,1.0
2113.0,11.0,034,1.0
5401.0,1.0,005,1.0
2628.0,11.0,006,1.0
5041.0,17.0,015,1.0
4103.0,8.0,099,1.0
2045.0,22.0,001,1.0
6022.0,12.0,030,1.0
2271.0,9.0,002,1.0
5460.0,3.0,005,1.0
4256.0,3.0,007,1.0
2764.0,12.0,008,2.0
2135.0,10.0,022,1.0
4003.0,6.0,010,1.0
7421.0,1.0,019,1.0
5529.0,5.0,013,1.0
2125.0,17.0,005,1.0
6002.0,31.0,009,2.0
2568.0,20.0,030,1.0
4325.0,14.0,014,1.0
5063.0,18.0,024,1.0
5207.0,3.0,003,1.0
2666.0,8.0,021,1.0
2202.0,1.0,005,1.0
4320.0,6.0,077,1.0
2690.0,10.0,005,1.0
4302.0,15.0,022,1.0
2784.0,21.0,007,1.0
5103.0,4.0,003,1.0
4113.0,7.0,019,1.0
2696.0,11.0,027,1.0
5671.0,11.0,005,1.0
2269.0,8.0,015,1.0
2622.0,13.0,037,1.0
7415.0,12.0,033,1.0
2580.0,6.0,038,1.0
5445.0,16.0,018,1.0
2423.0,16.0,008,1.0
2625.0,38.0,014,1.0
2309.0,11.0,004,1.0
2042.0,13.0,059,1.0
5685.0,7.0,036,1.0
6035.0,11.0,007,1.0
2023.0,10.0,023,1.0
2741.0,6.0,031,1.0
5066.0,21.0,018,1.0
5034.0,16.0,006,1.0
5041.0,27.0,012,1.0
5021.0,18.0,006,1.0
5016.0,13.0,002,1.0
4245.0,19.0,010,1.0
6031.0,4.0,016,1.0
7415.0,5.0,019,1.0
6023.0,29.0,015,1.0
4007.0,4.0,004,1.0
2005.0,5.0,023,1.0
2331.0,1.0,020,1.0
6038.0,2.0,048,1.0
5155.0,6.0,019,1.0
2346.0,13.0,069,1.0
5111.0,15.0,018,1.0
2645.0,25.0,019,1.0
2283.0,11.0,007,1.0
4321.0,14.0,022,1.0
2678.0,24.0,012,1.0
2255.0,19.0,015,1.0
6055.0,4.0,041,1.0
2237.0,16.0,010,1.0
5135.0,33.0,013,1.0
4321.0,5.0,029,1.0
5109.0,10.0,027,1.0
2661.0,4.0,020,1.0
5671.0,10.0,032,1.0
4365.0,26.0,011,1.0
4319.0,9.0,029,1.0
4377.0,23.0,001,1.0
2409.0,6.0,002,1.0
5188.0,16.0,024,1.0
4305.0,28.0,006,1.0
4365.0,14.0,010,1.0
5524.0,27.0,021,1.0
5594.0,4.0,018,1.0
2126.0,19.0,032,1.0
6030.0,10.0,009,1.0
2649.0,13.0,006,1.0
6020.0,15.0,003,1.0
4242.0,23.0,020,1.0
2240.0,22.0,023,1.0
2026.0,9.0,009,1.0
2535.0,23.0,017,1.0
2047.0,16.0,031,1.0
2347.0,30.0,008,1.0
2688.0,21.0,002,1.0
2405.0,10.0,012,1.0
4302.0,17.0,007,1.0
2532.0,22.0,026,1.0
2127.0,3.0,010,1.0
5035.0,16.0,024,1.0
4112.0,29.0,002,1.0
2501.0,22.0,066,1.0
2647.0,9.0,006,1.0
2203.0,8.0,003,1.0
4406.0,1.0,020,1.0
2042.0,16.0,007,1.0
5109.0,11.0,006,1.0
2134.0,22.0,006,1.0
5087.0,2.0,016,1.0
2504.0,16.0,030,1.0
4256.0,12.0,001,1.0
2136.0,22.0,017,1.0
5081.0,26.0,017,1.0
5185.0,22.0,014,1.0
2680.0,19.0,033,1.0
2621.0,1.0,002,1.0
2582.0,8.0,015,1.0
5070.0,7.0,026,1.0
2033.0,13.0,004,1.0
5476.0,11.0,033,1.0
2301.0,14.0,005,1.0
4104.0,17.0,037,1.0
2618.0,12.0,006,1.0
4323.0,4.0,002,1.0
4260.0,37.0,030,1.0
2333.0,12.0,068,1.0
5305.0,35.0,014,1.0
2166.0,19.0,005,2.0
2741.0,12.0,031,1.0
2870.0,12.0,004,1.0
4256.0,23.0,016,1.0
5545.0,7.0,037,1.0
6050.0,15.0,021,1.0
2316.0,24.0,017,1.0
4003.0,4.0,014,1.0
2245.0,28.0,027,1.0
5089.0,26.0,011,3.0
6033.0,4.0,043,1.0
2645.0,13.0,010,1.0
5312.0,28.0,001,1.0
2221.0,15.0,004,1.0
2620.0,19.0,014,1.0
2321.0,11.0,033,2.0
2648.0,13.0,038,1.0
2619.0,10.0,007,1.0
2334.0,14.0,048,1.0
2872.0,16.0,014,1.0
2027.0,35.0,028,1.0
4332.0,8.0,009,1.0
2112.0,14.0,024,1.0
2245.0,23.0,043,1.0
5545.0,7.0,037,1.0
6020.0,24.0,018,2.0
5539.0,4.0,032,5.0
2245.0,13.0,031,1.0
5454.0,12.0,022,1.0
6067.0,8.0,068,1.0
2785.0,6.0,019,1.0
6048.0,21.0,014,1.0
6119.0,12.0,058,1.0
5110.0,5.0,015,1.0
6035.0,3.0,013,1.0
5486.0,24.0,023,1.0
2687.0,1.0,010,1.0
2181.0,18.0,017,1.0
5505.0,10.0,004,1.0
5041.0,7.0,013,1.0
2136.0,1.0,006,1.0
2130.0,11.0,001,1.0
4259.0,16.0,010,1.0
5188.0,3.0,023,1.0
6031.0,36.0,006,1.0
4305.0,1.0,014,1.0
2182.0,8.0,017,1.0
2335.0,18.0,015,1.0
2784.0,20.0,013,1.0
2167.0,10.0,019,1.0
5042.0,29.0,020,1.0
2671.0,3.0,008,1.0
7404.0,25.0,030,1.0
5434.0,19.0,019,1.0
5153.0,19.0,011,1.0
2245.0,22.0,003,1.0
2787.0,1.0,020,1.0
6033.0,25.0,002,2.0
5081.0,21.0,007,1.0
5057.0,7.0,012,2.0
4265.0,5.0,006,2.0
6020.0,28.0,017,1.0
5105.0,17.0,026,1.0
2627.0,10.0,014,1.0
2325.0,22.0,029,1.0
2156.0,11.0,001,1.0
5087.0,11.0,020,1.0
5486.0,6.0,016,1.0
4318.0,13.0,005,1.0
2149.0,13.0,035,1.0
2676.0,16.0,008,1.0
2257.0,1.0,011,1.0
5084.0,7.0,015,1.0
2781.0,19.0,011,1.0
2770.0,7.0,010,1.0
2134.0,21.0,018,1.0
2631.0,22.0,008,1.0
5034.0,19.0,008,1.0
5472.0,11.0,029,1.0
2706.0,12.0,008,1.0
2135.0,31.0,014,1.0
5041.0,7.0,013,1.0
2527.0,19.0,012,1.0
5050.0,24.0,008,1.0
5057.0,21.0,009,1.0
2332.0,3.0,011,1.0
5045.0,10.0,006,1.0
2013.0,33.0,022,1.0
5003.0,22.0,025,1.0
2335.0,29.0,021,1.0
2012.0,9.0,019,1.0
4235.0,29.0,039,1.0
2505.0,29.0,031,1.0
2038.0,30.0,021,1.0
2506.0,6.0,005,1.0
2310.0,10.0,034,1.0
2514.0,14.0,029,1.0
2166.0,19.0,005,2.0
2535.0,23.0,017,1.0
2343.0,13.0,030,1.0
7422.0,21.0,003,1.0
2728.0,25.0,013,1.0
7415.0,5.0,019,1.0
2265.0,17.0,002,1.0
2357.0,10.0,003,1.0
2359.0,9.0,017,1.0
6034.0,17.0,011,1.0
5054.0,35.0,007,1.0
2510.0,17.0,027,1.0
2335.0,29.0,020,1.0
2611.0,27.0,003,1.0
6035.0,1.0,009,1.0
5083.0,22.0,022,1.0
2136.0,6.0,005,1.0
5055.0,12.0,001,1.0
5510.0,19.0,024,1.0
5457.0,25.0,007,1.0
2664.0,17.0,023,1.0
5304.0,1.0,009,1.0
2162.0,7.0,069,1.0
2647.0,10.0,029,1.0
2129.0,17.0,023,1.0
4113.0,20.0,006,1.0
2683.0,19.0,002,1.0
5480.0,23.0,015,1.0
2334.0,12.0,059,1.0
2404.0,22.0,031,1.0
5507.0,14.0,019,1.0
2415.0,25.0,025,1.0
4332.0,8.0,009,1.0
2538.0,13.0,010,1.0
2121.0,13.0,004,1.0
2285.0,3.0,041,1.0
2202.0,7.0,011,1.0
6006.0,24.0,023,1.0
5061.0,1.0,014,1.0
5483.0,5.0,008,1.0
5048.0,8.0,049,1.0
6011.0,5.0,061,1.0
2414.0,21.0,006,1.0
2023.0,5.0,018,1.0
2619.0,27.0,017,1.0
5018.0,25.0,019,1.0
2356.0,13.0,002,1.0
2632.0,24.0,023,1.0
2347.0,32.0,007,2.0
2770.0,2.0,003,1.0
5016.0,8.0,018,1.0
2676.0,16.0,031,1.0
7410.0,26.0,065,1.0
5066.0,21.0,007,1.0
2508.0,9.0,017,1.0
5472.0,6.0,016,1.0
5050.0,21.0,026,1.0
2245.0,18.0,015,1.0
2166.0,24.0,016,1.0
2148.0,4.0,002,1.0
6088.0,19.0,007,1.0
2022.0,3.0,031,1.0
4122.0,2.0,023,1.0
5083.0,2.0,026,1.0
2139.0,11.0,007,1.0
5061.0,1.0,005,1.0
2238.0,2.0,010,1.0
4234.0,2.0,007,1.0
2651.0,6.0,018,1.0
5545.0,14.0,011,1.0
5510.0,9.0,033,1.0
2425.0,22.0,015,1.0
2683.0,6.0,004,1.0
5022.0,18.0,013,1.0
2685.0,15.0,011,1.0
5526.0,31.0,026,2.0
2309.0,17.0,006,1.0
4220.0,9.0,027,1.0
2261.0,4.0,011,1.0
6034.0,25.0,016,1.0
4257.0,7.0,046,1.0
4302.0,10.0,003,1.0
4012.0,7.0,024,1.0
2263.0,5.0,030,1.0
2620.0,15.0,009,1.0
2115.0,18.0,016,1.0
5120.0,10.0,005,1.0
2366.0,16.0,015,1.0
2022.0,4.0,007,1.0
2221.0,11.0,015,1.0
4258.0,14.0,013,1.0
5474.0,9.0,008,1.0
2638.0,7.0,013,1.0
2005.0,7.0,025,1.0
5107.0,28.0,012,1.0
5107.0,3.0,007,1.0
2304.0,5.0,010,1.0
5524.0,27.0,016,1.0
5453.0,8.0,005,1.0
2688.0,3.0,013,1.0
5020.0,10.0,019,1.0
2222.0,16.0,009,1.0
5127.0,9.0,021,1.0
2013.0,26.0,034,1.0
6120.0,19.0,022,1.0
5528.0,4.0,066,1.0
4008.0,3.0,010,1.0
6073.0,17.0,005,1.0
2181.0,19.0,013,1.0
6071.0,15.0,019,1.0
2712.0,4.0,013,1.0
2419.0,18.0,021,1.0
2420.0,23.0,003,1.0
5123.0,16.0,010,1.0
5589.0,2.0,009,1.0
4256.0,28.0,022,1.0
5217.0,5.0,014,1.0
2647.0,19.0,020,1.0
4425.0,13.0,014,1.0
6109.0,2.0,025,1.0
5523.0,27.0,017,1.0
4004.0,4.0,025,1.0
4004.0,9.0,005,1.0
2119.0,2.0,032,1.0
2639.0,23.0,004,1.0
2014.0,10.0,002,1.0
2134.0,27.0,012,1.0
2225.0,13.0,016,1.0
2316.0,4.0,008,1.0
2109.0,9.0,019,1.0
2642.0,17.0,017,1.0
5003.0,11.0,002,1.0
2604.0,10.0,003,1.0
5093.0,23.0,003,1.0
5477.0,26.0,013,1.0
2645.0,25.0,007,1.0
5072.0,2.0,004,1.0
2505.0,28.0,033,1.0
5683.0,25.0,026,1.0
2161.0,19.0,017,1.0
2685.0,3.0,002,1.0
2309.0,25.0,017,1.0
2365.0,17.0,011,1.0
2625.0,34.0,010,1.0
5437.0,23.0,023,1.0
2629.0,28.0,026,1.0
5404.0,21.0,023,1.0
5115.0,25.0,034,1.0
2502.0,4.0,017,1.0
5480.0,29.0,014,1.0
4301.0,12.0,011,1.0
5014.0,6.0,002,1.0
5074.0,21.0,010,1.0
2309.0,26.0,011,1.0
6020.0,24.0,018,2.0
2217.0,12.0,059,1.0
6035.0,22.0,018,1.0
5082.0,16.0,038,1.0
2624.0,14.0,078,1.0
2367.0,9.0,020,1.0
2572.0,8.0,023,1.0
2021.0,7.0,010,1.0
2524.0,2.0,013,1.0
2047.0,19.0,030,1.0
2531.0,12.0,008,1.0
4362.0,8.0,001,1.0
5480.0,13.0,020,1.0
5219.0,20.0,013,1.0
2656.0,25.0,009,2.0
5123.0,20.0,029,1.0
4256.0,17.0,010,1.0
2104.0,13.0,005,1.0
6084.0,24.0,014,1.0
2747.0,15.0,027,1.0
5456.0,5.0,027,1.0
2123.0,13.0,028,1.0
5035.0,21.0,026,1.0
6072.0,26.0,010,1.0
2325.0,3.0,011,1.0
5204.0,17.0,020,1.0
2039.0,9.0,004,1.0
4218.0,20.0,042,1.0
2660.0,20.0,014,1.0
5510.0,1.0,007,1.0
2513.0,3.0,034,1.0
2305.0,14.0,015,1.0
4255.0,15.0,014,1.0
2353.0,7.0,014,1.0
2337.0,8.0,006,1.0
2308.0,12.0,009,1.0
2683.0,16.0,004,1.0
4110.0,11.0,018,1.0
6120.0,21.0,007,1.0
2225.0,16.0,011,1.0
2621.0,21.0,001,1.0
2235.0,8.0,011,1.0
5218.0,12.0,047,1.0
4301.0,11.0,002,1.0
2414.0,25.0,047,1.0
2664.0,21.0,088,1.0
2231.0,3.0,026,1.0
2024.0,6.0,019,1.0
5034.0,9.0,039,1.0
4106.0,23.0,008,1.0
2269.0,3.0,015,1.0
2408.0,21.0,011,1.0
5044.0,22.0,022,1.0
5524.0,28.0,005,1.0
2683.0,18.0,012,1.0
2609.0,24.0,033,1.0
2410.0,20.0,005,1.0
5022.0,16.0,034,1.0
2673.0,1.0,075,1.0
5513.0,5.0,024,1.0
2356.0,16.0,021,1.0
2782.0,7.0,019,1.0
2618.0,12.0,013,1.0
6019.0,13.0,014,1.0
2787.0,4.0,009,1.0
5063.0,10.0,002,1.0
4227.0,14.0,006,1.0
2254.0,14.0,005,1.0
6017.0,5.0,013,1.0
4249.0,5.0,006,1.0
4318.0,22.0,007,1.0
2101.0,8.0,007,1.0
5689.0,31.0,012,1.0
5512.0,18.0,002,1.0
2676.0,10.0,032,1.0
2761.0,17.0,005,1.0
2271.0,11.0,003,1.0
5067.0,16.0,008,1.0
2210.0,13.0,017,1.0
5066.0,20.0,005,1.0
5457.0,17.0,022,1.0
5420.0,22.0,006,1.0
5572.0,30.0,010,2.0
5540.0,11.0,015,1.0
2786.0,10.0,011,1.0
2332.0,11.0,018,1.0
2129.0,012,016,1.0
6019.0,006,008,1.0
5109.0,014,026,1.0
2707.0,010,009,1.0
2676.0,015,014,1.0
5083.0,026,006,2.0
2156.0,018,002,1.0
4008.0,008,028,1.0
5021.0,010,024,1.0
2618.0,017,012,1.0
2040.0,019,004,1.0
5671.0,009,004,1.0
2261.0,029,003,1.0
2126.0,036,024,1.0
4312.0,002,022,1.0
2269.0,003,001,1.0
5035.0,033,035,1.0
4250.0,022,007,1.0
6014.0,016,012,1.0
5110.0,032,015,1.0
2414.0,034,015,1.0
5572.0,017,001,1.0
2627.0,027,022,1.0
2508.0,015,011,1.0
2229.0,026,004,1.0
5402.0,014,020,1.0
2123.0,031,004,1.0
7465.0,015,037,1.0
2326.0,013,020,1.0
2135.0,008,019,1.0
4221.0,007,001,1.0
2124.0,009,012,1.0
6119.0,014,002,1.0
2328.0,035,004,2.0
4221.0,010,047,1.0
2122.0,003,004,1.0
4233.0,012,038,1.0
2024.0,006,003,1.0
4241.0,020,026,1.0
5479.0,014,013,1.0
2507.0,007,035,1.0
4008.0,023,027,1.0
2409.0,016,039,1.0
2202.0,015,010,1.0
2525.0,021,042,1.0
5055.0,010,034,1.0
2231.0,020,038,1.0
2706.0,014,008,1.0
2166.0,025,002,1.0
5015.0,023,007,1.0
2357.0,001,003,1.0
2122.0,019,028,1.0
2334.0,012,045,1.0
5089.0,013,035,1.0
2210.0,003,059,1.0
2136.0,018,018,1.0
5580.0,008,012,1.0
2556.0,001,020,1.0
4404.0,011,004,1.0
2325.0,021,024,1.0
2309.0,011,008,1.0
5415.0,009,021,1.0
2340.0,023,002,1.0
4249.0,030,025,1.0
2111.0,016,026,1.0
2504.0,021,014,1.0
5014.0,004,012,1.0
2227.0,028,021,1.0
4332.0,025,031,1.0
5052.0,001,013,1.0
2247.0,010,025,1.0
2359.0,020,032,1.0
6017.0,004,028,1.0
5003.0,031,025,1.0
5015.0,016,018,1.0
5077.0,029,008,1.0
2683.0,016,010,1.0
5419.0,016,010,1.0
2340.0,004,012,1.0
2024.0,034,009,1.0
6018.0,014,029,1.0
2645.0,012,012,1.0
2238.0,005,026,1.0
2328.0,035,085,2.0
5174.0,003,033,1.0
4359.0,008,008,1.0
2616.0,012,073,1.0
2508.0,005,004,1.0
5061.0,010,015,1.0
2365.0,012,017,1.0
6069.0,020,025,1.0
5049.0,017,025,1.0
2216.0,020,030,1.0
2137.0,026,013,1.0
2731.0,028,003,1.0
2242.0,008,021,1.0
2645.0,006,048,1.0
5514.0,005,018,1.0
6023.0,004,018,1.0
2644.0,014,010,1.0
2236.0,004,026,1.0
4248.0,002,009,1.0
2169.0,010,004,1.0
2415.0,014,007,1.0
2335.0,006,022,1.0
2660.0,003,016,1.0
2022.0,019,016,1.0
2258.0,014,033,1.0
5542.0,021,019,1.0
4248.0,031,010,1.0
4404.0,009,014,1.0
2715.0,017,039,1.0
2305.0,023,010,1.0
2027.0,010,005,1.0
6046.0,016,035,1.0
7463.0,001,001,1.0
2168.0,004,016,1.0
4252.0,009,005,1.0
4246.0,007,005,1.0
7416.0,017,019,1.0
5049.0,011,035,1.0
2676.0,001,018,1.0
2620.0,025,019,1.0
4252.0,005,005,1.0
2711.0,009,013,1.0
4302.0,019,031,1.0
2340.0,032,005,1.0
2139.0,007,012,1.0
6006.0,030,014,1.0
2506.0,019,008,1.0
2014.0,003,007,1.0
2236.0,017,020,1.0
5073.0,017,002,1.0
2217.0,016,021,1.0
4247.0,011,005,1.0
2649.0,017,029,1.0
2672.0,006,006,1.0
2785.0,003,007,1.0
6052.0,014,005,1.0
2555.0,017,007,1.0
2415.0,002,013,1.0
4252.0,023,012,1.0
2620.0,024,043,1.0
2605.0,019,025,1.0
5058.0,029,024,1.0
7346.0,010,022,1.0
5071.0,009,038,1.0
6035.0,001,009,1.0
2782.0,005,001,1.0
6050.0,026,008,1.0
2654.0,032,031,1.0
5065.0,021,047,1.0
4256.0,005,028,1.0
2184.0,023,001,1.0
2533.0,027,010,1.0
2706.0,023,016,1.0
2122.0,028,015,1.0
2340.0,013,002,1.0
2136.0,010,012,1.0
2202.0,010,008,1.0
2331.0,022,001,1.0
4251.0,011,027,1.0
2309.0,008,013,1.0
2684.0,010,009,1.0
2731.0,014,029,1.0
5114.0,019,019,1.0
2040.0,023,002,1.0
5060.0,005,009,2.0
2336.0,004,014,1.0
2717.0,013,002,1.0
4321.0,005,042,1.0
5471.0,022,002,1.0
5111.0,020,021,1.0
2761.0,011,029,1.0
5051.0,018,019,1.0
7349.0,010,023,1.0
4112.0,033,002,1.0
2328.0,009,110,1.0
4230.0,026,023,1.0
2112.0,014,018,1.0
2022.0,009,014,1.0
5104.0,006,016,1.0
2326.0,008,018,1.0
6003.0,032,020,1.0
5072.0,020,016,1.0
4360.0,007,023,1.0
5057.0,017,021,1.0
2265.0,011,028,2.0
